Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_045033_20170621_20200903_02_T1,LC08_L1TP_045033_20170621_20200903_02_T1,LC80450332017172LGN00,2017/06/21,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-06-21 18:51:20.180994,2017-06-21 18:51:51.950992,LGN,DAY,   0.30,   1.32,1053,5,    3.464,    2.463,    2.436,LPGS_15.3.1c,66.53401990,125.15317577,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.24"N,123°12'52.81"W,39°57'12.92"N,124°34'45.37"W,39°57'31.50"N,121°51'38.95"W,37°49'36.30"N,124°31'58.26"W,37°49'53.54"N,121°53'39.52"W, 38.90451,-123.21467, 39.95359,-124.57927, 39.95875,-121.86082, 37.82675,-124.53285, 37.83154,-121.89431,LC08_L2SP_045033_20170621_20200903_02_T1,LC80450332017172LGN00
LC08_L2SP_044032_20170630_20200903_02_T1,LC08_L1TP_044032_20170630_20200903_02_T1,LC80440322017181LGN00,2017/06/30,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-06-30 18:44:47.677339,2017-06-30 18:45:19.447337,LGN,DAY,   0.18,   0.18,1067,5,    4.275,    3.064,    2.980,LPGS_15.3.1c,65.38169345,128.06080351,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.25"N,121°13'00.95"W,41°23'25.76"N,122°33'39.67"W,41°20'50.35"N,119°49'05.63"W,39°17'25.76"N,122°34'27.95"W,39°15'01.40"N,119°54'54.72"W, 40.33257,-121.21693, 41.39049,-122.56102, 41.34732,-119.81823, 39.29049,-122.57443, 39.25039,-119.91520,LC08_L2SP_044032_20170630_20200903_02_T1,LC80440322017181LGN00
LC08_L2SP_044033_20170630_20200903_02_T1,LC08_L1TP_044033_20170630_20200903_02_T1,LC80440332017181LGN00,2017/06/30,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-06-30 18:45:11.559906,2017-06-30 18:45:43.329903,LGN,DAY,   0.59,   0.58,1416,5,    4.116,    2.914,    2.906,LPGS_15.3.1c,66.01567656,124.94223868,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.20"N,121°39'53.39"W,39°57'32.18"N,122°59'30.48"W,39°55'39.18"N,120°18'09.68"W,37°51'10.62"N,122°59'31.34"W,37°49'25.75"N,120°22'52.03"W, 38.90450,-121.66483, 39.95894,-122.99180, 39.92755,-120.30269, 37.85295,-122.99204, 37.82382,-120.38112,LC08_L2SP_044033_20170630_20200903_02_T1,LC80440332017181LGN00
LC08_L2SP_045032_20170707_20200903_02_T1,LC08_L1TP_045032_20170707_20200903_02_T1,LC80450322017188LGN00,2017/07/07,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-07-07 18:50:59.689441,2017-07-07 18:51:31.459439,LGN,DAY,   0.16,   0.47,1349,5,    3.343,    2.430,    2.295,LPGS_15.3.1c,64.73005033,128.52595729,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.86"N,122°45'19.37"W,41°23'08.48"N,124°08'23.32"W,41°22'47.03"N,121°21'59"W,39°15'42.12"N,124°06'16.67"W,39°15'22.25"N,121°25'00.48"W, 40.33274,-122.75538, 41.38569,-124.13981, 41.37973,-121.36639, 39.26170,-124.10463, 39.25618,-121.41680,LC08_L2SP_045032_20170707_20200903_02_T1,LC80450322017188LGN00
LC08_L2SP_045033_20170707_20200903_02_T1,LC08_L1TP_045033_20170707_20200903_02_T1,LC80450332017188LGN00,2017/07/07,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-07-07 18:51:23.58048,2017-07-07 18:51:55.350478,LGN,DAY,   0.08,   0.44,1066,5,    3.232,    2.248,    2.322,LPGS_15.3.1c,65.37592174,125.50343142,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'14.83"N,123°12'12.56"W,39°57'13.61"N,124°33'54.79"W,39°57'31"N,121°50'48.37"W,37°49'36.95"N,124°31'09.19"W,37°49'53.08"N,121°52'50.41"W, 38.90412,-123.20349, 39.95378,-124.56522, 39.95861,-121.84677, 37.82693,-124.51922, 37.83141,-121.88067,LC08_L2SP_045033_20170707_20200903_02_T1,LC80450332017188LGN00
LC08_L2SP_044032_20170716_20200903_02_T1,LC08_L1TP_044032_20170716_20200903_02_T1,LC80440322017197LGN01,2017/07/16,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-07-16 18:44:51.321391,2017-07-16 18:45:23.091389,LGN,DAY,   0.04,   0.04,1070,5,    4.272,    2.955,    3.085,LPGS_15.3.1c,63.59989425,129.93831136,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.61"N,121°12'28.55"W,41°23'25.69"N,122°33'13.86"W,41°20'49.63"N,119°48'39.85"W,39°17'25.69"N,122°34'02.89"W,39°15'00.76"N,119°54'29.74"W, 40.33267,-121.20793, 41.39047,-122.55385, 41.34712,-119.81107, 39.29047,-122.56747, 39.25021,-119.90826,LC08_L2SP_044032_20170716_20200903_02_T1,LC80440322017197LGN01
LC08_L2SP_044033_20170716_20200903_02_T1,LC08_L1TP_044033_20170716_20200903_02_T1,LC80440332017197LGN01,2017/07/16,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-07-16 18:45:15.203957,2017-07-16 18:45:46.973955,LGN,DAY,   0.01,   0.01,1424,5,    4.027,    2.822,    2.874,LPGS_15.3.1c,64.27935371,127.08911327,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.60"N,121°39'20.95"W,39°57'41.90"N,122°58'52.57"W,39°55'48.04"N,120°17'31.42"W,37°51'20.38"N,122°58'54.52"W,37°49'34.68"N,120°22'14.92"W, 38.90461,-121.65582, 39.96164,-122.98127, 39.93001,-120.29206, 37.85566,-122.98181, 37.82630,-120.37081,LC08_L2SP_044033_20170716_20200903_02_T1,LC80440332017197LGN01
LC08_L2SP_045032_20170723_20201015_02_T1,LC08_L1TP_045032_20170723_20201015_02_T1,LC80450322017204LGN00,2017/07/23,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/10/15,2020/10/15,2017-07-23 18:51:05.866633,2017-07-23 18:51:37.636631,LGN,DAY,  12.07,  13.02,1264,5,    3.468,    2.439,    2.464,LPGS_15.3.1c,62.50815549,131.59416945,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.43"N,122°45'28.84"W,41°23'08.34"N,124°08'36.24"W,41°22'47.03"N,121°21'59"W,39°15'42.01"N,124°06'29.20"W,39°15'22.25"N,121°25'00.48"W, 40.33262,-122.75801, 41.38565,-124.14340, 41.37973,-121.36639, 39.26167,-124.10811, 39.25618,-121.41680,LC08_L2SP_045032_20170723_20201015_02_T1,LC80450322017204LGN00
LC08_L2SP_045033_20170723_20200903_02_T1,LC08_L1TP_045033_20170723_20200903_02_T1,LC80450332017204LGN00,2017/07/23,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-07-23 18:51:29.7492,2017-07-23 18:52:01.519197,LGN,DAY,   0.66,  34.93,1061,5,    3.166,    2.196,    2.281,LPGS_15.3.1c,63.22623421,128.90624060,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.24"N,123°12'21.31"W,39°57'13.43"N,124°34'07.43"W,39°57'31.10"N,121°51'01.01"W,37°49'36.80"N,124°31'21.47"W,37°49'53.18"N,121°53'02.69"W, 38.90451,-123.20592, 39.95373,-124.56873, 39.95864,-121.85028, 37.82689,-124.52263, 37.83144,-121.88408,LC08_L2SP_045033_20170723_20200903_02_T1,LC80450332017204LGN00
LC08_L2SP_044032_20170801_20200903_02_T1,LC08_L1TP_044032_20170801_20200903_02_T1,LC80440322017213LGN00,2017/08/01,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-01 18:44:59.137884,2017-08-01 18:45:30.907882,LGN,DAY,   2.15,   2.15,1008,5,    4.521,    2.947,    3.428,LPGS_15.3.1c,60.85287140,134.29340404,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.32"N,121°13'06.67"W,41°23'25.84"N,122°33'52.60"W,41°20'50.71"N,119°49'18.52"W,39°17'25.84"N,122°34'40.48"W,39°15'01.73"N,119°55'07.21"W, 40.33259,-121.21852, 41.39051,-122.56461, 41.34742,-119.82181, 39.29051,-122.57791, 39.25048,-119.91867,LC08_L2SP_044032_20170801_20200903_02_T1,LC80440322017213LGN00
LC08_L2SP_044033_20170801_20200903_02_T1,LC08_L1TP_044033_20170801_20200903_02_T1,LC80440332017213LGN00,2017/08/01,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-01 18:45:23.020451,2017-08-01 18:45:54.790449,LGN,DAY,   0.27,   0.27,1418,5,    4.073,    2.772,    2.984,LPGS_15.3.1c,61.63212039,131.83602059,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.27"N,121°39'58.82"W,39°57'32.18"N,122°59'30.48"W,39°55'39.18"N,120°18'09.68"W,37°51'10.62"N,122°59'31.34"W,37°49'25.75"N,120°22'52.03"W, 38.90452,-121.66634, 39.95894,-122.99180, 39.92755,-120.30269, 37.85295,-122.99204, 37.82382,-120.38112,LC08_L2SP_044033_20170801_20200903_02_T1,LC80440332017213LGN00
LC08_L2SP_045032_20170808_20200903_02_T1,LC08_L1TP_045032_20170808_20200903_02_T1,LC80450322017220LGN00,2017/08/08,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-08 18:51:12.667123,2017-08-08 18:51:44.437121,LGN,DAY,   1.20,   2.83,1348,5,    3.888,    2.832,    2.664,LPGS_15.3.1c,59.37720242,136.73092550,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.55"N,122°45'56.88"W,41°23'08.09"N,124°09'02.09"W,41°22'47.60"N,121°22'37.74"W,39°15'41.76"N,124°06'54.22"W,39°15'22.75"N,121°25'38.03"W, 40.33293,-122.76580, 41.38558,-124.15058, 41.37989,-121.37715, 39.26160,-124.11506, 39.25632,-121.42723,LC08_L2SP_045032_20170808_20200903_02_T1,LC80450322017220LGN00
LC08_L2SP_045033_20170808_20200903_02_T1,LC08_L1TP_045033_20170808_20200903_02_T1,LC80450332017220LGN00,2017/08/08,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-08 18:51:36.562397,2017-08-08 18:52:08.332395,LGN,DAY,   7.95,  41.82,914,5,    3.483,    2.642,    2.270,LPGS_15.3.1c,60.21028291,134.46174976,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'14.83"N,123°12'49.82"W,39°57'12.92"N,124°34'45.37"W,39°57'31.36"N,121°51'26.28"W,37°49'36.30"N,124°31'58.26"W,37°49'53.44"N,121°53'27.24"W, 38.90412,-123.21384, 39.95359,-124.57927, 39.95871,-121.85730, 37.82675,-124.53285, 37.83151,-121.89090,LC08_L2SP_045033_20170808_20200903_02_T1,LC80450332017220LGN00
LC08_L2SP_044032_20170817_20200903_02_T1,LC08_L1TP_044032_20170817_20200903_02_T1,LC80440322017229LGN00,2017/08/17,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-17 18:45:04.626498,2017-08-17 18:45:36.396496,LGN,DAY,   0.41,   0.41,1050,5,    4.979,    3.127,    3.875,LPGS_15.3.1c,57.24696704,140.11518006,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.40"N,121°13'20.68"W,41°23'25.87"N,122°34'05.52"W,41°20'51.07"N,119°49'31.40"W,39°17'25.87"N,122°34'52.97"W,39°15'02.09"N,119°55'19.70"W, 40.33289,-121.22241, 41.39052,-122.56820, 41.34752,-119.82539, 39.29052,-122.58138, 39.25058,-119.92214,LC08_L2SP_044032_20170817_20200903_02_T1,LC80440322017229LGN00
LC08_L2SP_044033_20170817_20200903_02_T1,LC08_L1TP_044033_20170817_20200903_02_T1,LC80440332017229LGN00,2017/08/17,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-17 18:45:28.517537,2017-08-17 18:46:00.287535,LGN,DAY,   0.90,   0.90,1400,5,    4.356,    2.914,    3.237,LPGS_15.3.1c,58.15121955,138.09250269,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.48"N,121°40'13.33"W,39°57'32.18"N,122°59'43.15"W,39°55'39.47"N,120°18'22.32"W,37°51'10.62"N,122°59'43.62"W,37°49'26.04"N,120°23'04.27"W, 38.90430,-121.67037, 39.95894,-122.99532, 39.92763,-120.30620, 37.85295,-122.99545, 37.82390,-120.38452,LC08_L2SP_044033_20170817_20200903_02_T1,LC80440332017229LGN00
LC08_L2SP_045032_20170824_20200903_02_T1,LC08_L1TP_045032_20170824_20200903_02_T1,LC80450322017236LGN00,2017/08/24,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-24 18:51:17.076559,2017-08-24 18:51:48.846557,LGN,DAY,   2.81,   3.39,1374,5,    3.741,    2.469,    2.811,LPGS_15.3.1c,55.41258669,142.83603237,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.83"N,122°46'02.42"W,41°23'08.09"N,124°09'02.09"W,41°22'47.60"N,121°22'37.74"W,39°15'41.76"N,124°06'54.22"W,39°15'22.75"N,121°25'38.03"W, 40.33273,-122.76734, 41.38558,-124.15058, 41.37989,-121.37715, 39.26160,-124.11506, 39.25632,-121.42723,LC08_L2SP_045032_20170824_20200903_02_T1,LC80450322017236LGN00
LC08_L2SP_045033_20170824_20200903_02_T1,LC08_L1TP_045033_20170824_20200903_02_T1,LC80450332017236LGN00,2017/08/24,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-08-24 18:51:40.967597,2017-08-24 18:52:12.737595,LGN,DAY,   6.87,  38.27,1008,5,    3.263,    2.373,    2.239,LPGS_15.3.1c,56.37162856,141.00093187,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.05"N,123°12'54.76"W,39°57'12.92"N,124°34'45.37"W,39°57'31.50"N,121°51'38.95"W,37°49'36.30"N,124°31'58.26"W,37°49'53.54"N,121°53'39.52"W, 38.90418,-123.21521, 39.95359,-124.57927, 39.95875,-121.86082, 37.82675,-124.53285, 37.83154,-121.89431,LC08_L2SP_045033_20170824_20200903_02_T1,LC80450332017236LGN00
LC08_L2SP_044032_20170902_20200903_02_T1,LC08_L1TP_044032_20170902_20200903_02_T1,LC80440322017245LGN00,2017/09/02,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-02 18:45:07.486615,2017-09-02 18:45:39.256613,LGN,DAY,   0.01,   0.01,1071,5,    5.300,    3.099,    4.300,LPGS_15.3.1c,52.85234126,146.31451359,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.73"N,121°13'08.58"W,41°23'25.84"N,122°33'52.60"W,41°20'50.71"N,119°49'18.52"W,39°17'25.84"N,122°34'40.48"W,39°15'01.73"N,119°55'07.21"W, 40.33298,-121.21905, 41.39051,-122.56461, 41.34742,-119.82181, 39.29051,-122.57791, 39.25048,-119.91867,LC08_L2SP_044032_20170902_20200903_02_T1,LC80440322017245LGN00
LC08_L2SP_044033_20170902_20200903_02_T1,LC08_L1TP_044033_20170902_20200903_02_T1,LC80440332017245LGN00,2017/09/02,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-02 18:45:31.377654,2017-09-02 18:46:03.147652,LGN,DAY,   0.04,   0.04,1426,5,    4.321,    2.725,    3.354,LPGS_15.3.1c,53.87791981,144.70702906,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.88"N,121°40'00.98"W,39°57'32.18"N,122°59'30.48"W,39°55'39.18"N,120°18'09.68"W,37°51'10.62"N,122°59'31.34"W,37°49'25.75"N,120°22'52.03"W, 38.90441,-121.66694, 39.95894,-122.99180, 39.92755,-120.30269, 37.85295,-122.99204, 37.82382,-120.38112,LC08_L2SP_044033_20170902_20200903_02_T1,LC80440332017245LGN00
LC08_L2SP_045032_20170909_20200903_02_T1,LC08_L1TP_045032_20170909_20200903_02_T1,LC80450322017252LGN00,2017/09/09,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-09 18:51:18.51333,2017-09-09 18:51:50.283328,LGN,DAY,   2.13,   2.09,1354,5,    4.286,    2.708,    3.321,LPGS_15.3.1c,50.71742044,148.92470764,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.11"N,122°45'36.79"W,41°22'58.62"N,124°08'36.06"W,41°22'37.49"N,121°22'12.14"W,39°15'42.01"N,124°06'29.20"W,39°15'22.43"N,121°25'12.97"W, 40.33253,-122.76022, 41.38295,-124.14335, 41.37708,-121.37004, 39.26167,-124.10811, 39.25623,-121.42027,LC08_L2SP_045032_20170909_20200903_02_T1,LC80450322017252LGN00
LC08_L2SP_045033_20170909_20200903_02_T1,LC08_L1TP_045033_20170909_20200903_02_T1,LC80450332017252LGN00,2017/09/09,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-09 18:51:42.395897,2017-09-09 18:52:14.165895,LGN,DAY,   4.36,  17.87,1020,5,    3.294,    2.129,    2.513,LPGS_15.3.1c,51.78984668,147.48092294,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.20"N,123°12'28.40"W,39°57'13.25"N,124°34'20.10"W,39°57'31.25"N,121°51'13.64"W,37°49'36.62"N,124°31'33.71"W,37°49'53.29"N,121°53'14.96"W, 38.90450,-123.20789, 39.95368,-124.57225, 39.95868,-121.85379, 37.82684,-124.52603, 37.83147,-121.88749,LC08_L2SP_045033_20170909_20200903_02_T1,LC80450332017252LGN00
LC08_L2SP_044032_20170918_20200903_02_T1,LC08_L1TP_044032_20170918_20200903_02_T1,LC80440322017261LGN00,2017/09/18,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-18 18:45:09.614315,2017-09-18 18:45:41.384313,LGN,DAY,  54.40,  54.40,463,5,    6.539,    4.382,    4.853,LPGS_15.3.1c,47.82094790,152.05388139,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.47"N,121°13'00.23"W,41°23'25.76"N,122°33'39.67"W,41°20'50.35"N,119°49'05.63"W,39°17'25.76"N,122°34'27.95"W,39°15'01.40"N,119°54'54.72"W, 40.33263,-121.21673, 41.39049,-122.56102, 41.34732,-119.81823, 39.29049,-122.57443, 39.25039,-119.91520,LC08_L2SP_044032_20170918_20200903_02_T1,LC80440322017261LGN00
LC08_L2SP_044033_20170918_20200903_02_T1,LC08_L1TP_044033_20170918_20200903_02_T1,LC80440332017261LGN00,2017/09/18,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-18 18:45:33.496882,2017-09-18 18:46:05.26688,LGN,DAY,  31.65,  31.65,922,5,    5.704,    3.956,    4.109,LPGS_15.3.1c,48.94680465,150.79781925,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.45"N,121°39'51.80"W,39°57'32.18"N,122°59'30.48"W,39°55'39.18"N,120°18'09.68"W,37°51'20.38"N,122°59'31.34"W,37°49'35.51"N,120°22'51.67"W, 38.90457,-121.66439, 39.95894,-122.99180, 39.92755,-120.30269, 37.85566,-122.99204, 37.82653,-120.38102,LC08_L2SP_044033_20170918_20200903_02_T1,LC80440332017261LGN00
LC08_L2SP_045032_20170925_20200903_02_T1,LC08_L1TP_045032_20170925_20200903_02_T1,LC80450322017268LGN00,2017/09/25,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-25 18:51:23.82825,2017-09-25 18:51:55.598248,LGN,DAY,   0.11,   0.12,1349,5,    4.886,    2.745,    4.042,LPGS_15.3.1c,45.47428257,154.26240967,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.80"N,122°46'25.07"W,41°23'07.84"N,124°09'27.90"W,41°22'47.96"N,121°23'03.55"W,39°15'41.54"N,124°07'19.27"W,39°15'23.08"N,121°26'03.05"W, 40.33300,-122.77363, 41.38551,-124.15775, 41.37999,-121.38432, 39.26154,-124.12202, 39.25641,-121.43418,LC08_L2SP_045032_20170925_20200903_02_T1,LC80450322017268LGN00
LC08_L2SP_045033_20170925_20200903_02_T1,LC08_L1TP_045033_20170925_20200903_02_T1,LC80450332017268LGN00,2017/09/25,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-09-25 18:51:47.723524,2017-09-25 18:52:19.493522,LGN,DAY,   0.18,   1.02,1036,5,    3.923,    2.207,    3.243,LPGS_15.3.1c,46.63637739,153.13394080,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'14.83"N,123°13'17.04"W,39°57'12.56"N,124°35'10.64"W,39°57'31.75"N,121°52'04.22"W,37°49'35.98"N,124°32'22.78"W,37°49'53.76"N,121°54'04.03"W, 38.90412,-123.22140, 39.95349,-124.58629, 39.95882,-121.86784, 37.82666,-124.53966, 37.83160,-121.90112,LC08_L2SP_045033_20170925_20200903_02_T1,LC80450332017268LGN00
LC08_L2SP_044032_20171004_20200903_02_T1,LC08_L1TP_044032_20171004_20200903_02_T1,LC80440322017277LGN00,2017/10/04,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-10-04 18:45:16.308216,2017-10-04 18:45:48.078214,LGN,DAY,   0.59,   0.59,998,5,    6.386,    3.185,    5.535,LPGS_15.3.1c,42.39793013,156.76601952,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.54"N,121°14'16.58"W,41°23'26.05"N,122°34'57.18"W,41°20'52.51"N,119°50'22.96"W,39°17'26.05"N,122°35'43.08"W,39°15'03.38"N,119°56'09.71"W, 40.33265,-121.23794, 41.39057,-122.58255, 41.34792,-119.83971, 39.29057,-122.59530, 39.25094,-119.93603,LC08_L2SP_044032_20171004_20200903_02_T1,LC80440322017277LGN00
LC08_L2SP_044033_20171004_20200903_02_T1,LC08_L1TP_044033_20171004_20200903_02_T1,LC80440332017277LGN00,2017/10/04,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-10-04 18:45:40.195019,2017-10-04 18:46:11.965017,LGN,DAY,   0.01,   0.01,1364,5,    5.240,    2.737,    4.468,LPGS_15.3.1c,43.59759530,155.77917013,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.59"N,121°41'08.12"W,39°57'32.18"N,123°00'46.37"W,39°55'40.94"N,120°19'25.43"W,37°51'10.62"N,123°00'45"W,37°49'27.41"N,120°24'05.58"W, 38.90433,-121.68559, 39.95894,-123.01288, 39.92804,-120.32373, 37.85295,-123.01250, 37.82428,-120.40155,LC08_L2SP_044033_20171004_20200903_02_T1,LC80440332017277LGN00
LC08_L2SP_045032_20171011_20200903_02_T1,LC08_L1TP_045032_20171011_20200903_02_T1,LC80450322017284LGN00,2017/10/11,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/03,2020/09/03,2017-10-11 18:51:28.807181,2017-10-11 18:52:00.577179,LGN,DAY,  11.39,  11.19,1097,5,    5.985,    3.339,    4.967,LPGS_15.3.1c,39.98993449,158.42154992,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.76"N,122°47'23.68"W,41°23'07.15"N,124°10'32.48"W,41°22'48.68"N,121°23'55.21"W,39°15'40.93"N,124°08'21.84"W,39°15'23.76"N,121°26'53.09"W, 40.33299,-122.78991, 41.38532,-124.17569, 41.38019,-121.39867, 39.26137,-124.13940, 39.25660,-121.44808,LC08_L2SP_045032_20171011_20200903_02_T1,LC80450322017284LGN00
LC08_L2SP_045033_20171011_20200903_02_T1,LC08_L1TP_045033_20171011_20200903_02_T1,LC80450332017284LGN00,2017/10/11,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/03,2020/09/03,2017-10-11 18:51:52.698219,2017-10-11 18:52:24.468217,LGN,DAY,   2.21,   3.97,1011,5,    4.625,    2.392,    3.959,LPGS_15.3.1c,41.21368439,157.52720348,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.77"N,123°14'15.29"W,39°57'11.88"N,124°36'01.19"W,39°57'32.22"N,121°52'54.80"W,37°49'35.36"N,124°33'11.84"W,37°49'54.23"N,121°54'53.14"W, 38.90438,-123.23758, 39.95330,-124.60033, 39.95895,-121.88189, 37.82649,-124.55329, 37.83173,-121.91476,LC08_L2SP_045033_20171011_20200903_02_T1,LC80450332017284LGN00
LC08_L2SP_044032_20171020_20200902_02_T1,LC08_L1TP_044032_20171020_20200902_02_T1,LC80440322017293LGN01,2017/10/20,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/02,2020/09/02,2017-10-20 18:45:19.177636,2017-10-20 18:45:50.947634,LGN,DAY,  52.52,  52.52,341,5,    7.348,    4.672,    5.672,LPGS_15.3.1c,36.94154171,160.14862555,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.84"N,121°14'51.58"W,41°23'26.20"N,122°35'35.95"W,41°20'53.56"N,119°51'01.62"W,39°17'26.16"N,122°36'20.66"W,39°15'04.39"N,119°56'47.22"W, 40.33301,-121.24766, 41.39061,-122.59332, 41.34821,-119.85045, 39.29060,-122.60574, 39.25122,-119.94645,LC08_L2SP_044032_20171020_20200902_02_T1,LC80440322017293LGN01
